"﻿NID","INDEX","PATH","TITLE"
4611,1,"tmp_photos/264_Photo2.jpg","Before the project rehabilitation, it took five hours to travel those 80 kilometers from Don Ha to Lao Bao, Quang Tri province in Viet Nam. Trucks could not enter the area because of narrow and poor quality roads. Today, it takes just one hour and 20 minutes. The road also enhances road trade between Lao PDR and Thailand."
4611,2,"tmp_photos/264_Photo3.jpg","Lao Bao international checkpoint, Viet Nam to Lao PDR, The East West Economic Corridor. Border crossing procedures at the border are faster and quite straightforward."
4611,3,"tmp_photos/264_Photo4.jpg","Viet Nam Customs Officials check paperwork of container trucks traveling and hauling along the highway running through Thailand, Viet Nam and Lao PDR."
4611,4,"tmp_photos/264_Photo5.jpg","ADB's assistance to the rehabilitation and improvement of Road 9 is contributing to the quick development of the area - establishing new businesses along Road 9."
4611,5,"tmp_photos/264_Photo6.jpg","Highway 9 connects Viet Nam to Lao PDR. The road, built with the financial assistance of ADB, connects Viet Nam to Lao PDR and has transformed the transport sector in the region."
4611,6,"tmp_photos/264_Photo7.jpg","Ho Van Pang is a Van Kieu ethnic group farmer who sells cassava root to Quang Tri Trading Company cassava processing plant, located off of Road 9. He farms to support his wife and five children."
4611,7,"tmp_photos/264_Photo8.jpg","After the construction of Road 9, more farmers like Ho Van Pang find it easier to transport their cassava product to Quang Tri Trading Company for processing."
4611,8,"tmp_photos/264_Photo9.jpg","The processing plant was able to more easily export processed cassava and tapioca starch to its buyers. As a result, Ho Van Pang's income went from approximately $410/year to $2,401/year due to increasing demand for cassava."
4611,9,"tmp_photos/264_Photo10.jpg","Due to the poor quality of Road 9, the Quang Tri Trading Company cassava processing plant had long faced obstacles doing business, in transporting raw materials as well as with transporting the final product of tapioca starch. Before Road 9 was built in 2003 the plant had 50 workers. Today, the plant has 160 workers."
4611,10,"tmp_photos/264_Photo11.jpg","Due to the construction of all weather, better access Road 9, as well as efficient delivery of the tapioca starch plus bigger client demand, the plant is buying more cassava root from local farmers."
4611,11,"tmp_photos/264_Photo12.jpg","Since construction of the road, the plant has benefited from convenient and easy transportation for material and products. This also includes activities related to overseas markets."
4612,0,"tmp_photos/265_Photo1.jpg","Improved access to townships and villages through interchanges to connecting roads and complementary local roads."
4613,0,"tmp_photos/266_Photo1.jpg","During the civil works of Cambodia Road Improvement."
4613,1,"tmp_photos/266_Photo2.jpg","During the civil works of Cambodia Road Improvement."
4613,2,"tmp_photos/266_Photo3.jpg","During the civil works of Cambodia Road Improvement."
4613,3,"tmp_photos/266_Photo4.jpg","During the civil works of Cambodia Road Improvement."
4613,4,"tmp_photos/266_Photo5.jpg","During the civil works of Cambodia Road Improvement."
4613,5,"tmp_photos/266_Photo6.jpg","The Cambodia Road Improvement was designed to support the government's infrastructure development focus on improving the national and provincial road network and road sector sustainability to provide better access to the country's rural areas."
4613,6,"tmp_photos/266_Photo7.jpg","The Cambodia Road Improvement was designed to support the government's infrastructure development focus on improving the national and provincial road network and road sector sustainability to provide better access to the country's rural areas."
4613,7,"tmp_photos/266_Photo8.jpg","The Cambodia Road Improvement was designed to support the government's infrastructure development focus on improving the national and provincial road network and road sector sustainability to provide better access to the country's rural areas."
4614,0,"tmp_photos/267_Photo1.jpg","The Angkor Wat. One of the project's purposes is to increase awareness and capacity of environmental protection and conservation of cultural and natural heritage."
4614,1,"tmp_photos/267_Photo2.jpg","The Angkor Wat. One of the project's purposes is to increase awareness and capacity of environmental protection and conservation of cultural and natural heritage."
4614,2,"tmp_photos/267_Photo3.jpg","Tourist visitors at Angkor Wat."
4614,3,"tmp_photos/267_Photo4.jpg","Tourist visitors at Angkor Wat."
4614,4,"tmp_photos/267_Photo5.jpg","Tourism-related local microenterprises and communities."
4614,5,"tmp_photos/267_Photo6.jpg","Visitors at the improved access road to the tourist destination."
4614,6,"tmp_photos/267_Photo7.jpg","Tourism-related local microenterprises and communities."
4614,7,"tmp_photos/267_Photo8.jpg","Borten International Immigration, Cambodia."
4615,0,"tmp_photos/268_Photo1.jpg","'Gateways' to tourist areas improved, including extensions of runways and airport facilities at Louang Namtha, Lao People's Democratic Republic (Lao PDR)."
4615,1,"tmp_photos/268_Photo2.jpg","'Gateways' to tourist areas improved, including extensions of runways and airport facilities at Louang Namtha, Lao People's Democratic Republic (Lao PDR)."
4615,2,"tmp_photos/268_Photo3.jpg","Improved access roads to the tourism-related local microenterprises and communities."
4615,3,"tmp_photos/268_Photo4.jpg","Briefing on the community participation in tourism development."
4615,4,"tmp_photos/268_Photo5.jpg","Tourism-related local microenterprises and communities."
4615,5,"tmp_photos/268_Photo6.jpg","Tourism-related local microenterprises and communities."
4615,6,"tmp_photos/268_Photo7.jpg","Tourism-related local microenterprises and communities."
4615,7,"tmp_photos/268_Photo8.jpg","Tourism-related local microenterprises and communities."
4615,8,"tmp_photos/268_Photo9.jpg","Tourism-related local microenterprises and communities."
4615,9,"tmp_photos/268_Photo11.jpg","Tourism-related infrastructure improvement at Luang Namtha Province, Lao PDR."
4615,10,"tmp_photos/268_Photo14.jpg","For women from the small villages of indigenous communities, sales of ethnic jewelry and handicrafts to tourists have opened a brand new avenue to greater incomes. Photo: ADB."
4616,0,"tmp_photos/269_Photo1.jpg","Tourism-related local microenterprises and communities."
4617,0,"tmp_photos/270_Photo1.jpg","After the road was completed, trade volume increased more than 70%, and then after the Friendship Bridge was completed last year, trade volume increased a further 12%, says Tinnawat Silarug, chief of Investigation and Suppression Sub-Division at the Chiang Khong Customs House in Thailand. Photo: Jason Rush/ADB.	http://www.adb.org/results/ancient-trade-route-delivers-new-opportunities-greater-mekong-subregion"
4804,0,"tmp_photos/270_Photo2.jpg","The 4th Thai-Lao Friendship Bridge spanning the Mekong River was opened in 2013. The bridge, along with Route 3 Highway in the Lao People's Democratic Republic, is bringing new life to an ancient trade route and the communities who live along the corridor. Photo: Jason Rush/ADB."
4804,1,"tmp_photos/270_Photo3.jpg","Vehicles carrying goods from PRC to Thailand via Lao PDR benefiting the reduced travel by 3 days from 5 days in 2006."
4804,2,"tmp_photos/270_Photo4.jpg","The area has been attracting a number of international tourists traveling through to the PRC and Thailand and spending a few days for trekking and a number of guest houses and restaurants have opened to meet tourist needs."
4804,3,"tmp_photos/270_Photo5.jpg","The area has been attracting a number of international tourists traveling through to the PRC and Thailand and spending a few days for trekking and a number of guest houses and restaurants have opened to meet tourist needs."
4804,4,"tmp_photos/270_Photo6.jpg","The ADB-supported Route 3 Highway in the Lao People's Democratic Republic stretches from Boten, at the country's northern border with the People's Republic of China, to Houayxay in the south. Photo: Jason Rush/ADB."
4804,5,"tmp_photos/271_Photo1.jpg","The new Baoshan-Longling expressway has improved access to markets, education, and healthcare, and has also reduced poverty in the region. Photo by: Kan Lei/ADB"
4804,6,"tmp_photos/271_Photo2.jpg","Escape ramps, emergency hotlines, and repair areas ensure safety on this mountainous highway. Photo by: Kan Lei/ADB"
4804,7,"tmp_photos/271_Photo3.jpg","Upgraded local roads have created opportunities for locals like Dong Yun to start small businesses. Photo by: Kan Lei/ADB"
4804,8,"tmp_photos/272_Photo1.jpg","An improved power supply made it possible to develop a special economic zone in Cambodia's Kampot province, attracting 40 businesses that sustain 10,000 much-needed jobs for the local impoverished community. Photo: ADB/Pring Samrang."
4804,9,"tmp_photos/272_Photo2.jpg","The Greater Mekong Subregion Transmission Project supported the Electricity Authority of Cambodia in constructing a massive 109 kilometer transmission line carrying electricity from the Viet Nam border to major substations in Cambodia. A second transmission project expanded the national electricity grid to southern Cambodia. Photo: ADB/Pring Samrang."
4804,10,"tmp_photos/272_Photo3.jpg","The cross-border energy trade with Viet Nam has helped Cambodia's 4th largest city, Sihanoukville, offer affordable and reliable energy supply. The city used to have among the most expensive electricity rates in the world. Photo: ADB/Pring Samrang."
4620,0,"tmp_photos/273_Photo10.jpg","Farmers also attend monthly cooperative meetings where marketing information is shared, and farming standards are set."
4620,1,"tmp_photos/273_Photo11.jpg","Pump used to irrigate rice fields."
4620,2,"tmp_photos/273_Photo12.jpg","Farmers enjoying better harvest."
4620,3,"tmp_photos/273_Photo14.jpg","Farmers enjoying better harvest."
4804,0,"tmp_photos/273_Photo1.jpg","Technicians from the government conducts regular testing and evaluation of vegetables being grown by farmers."
4804,1,"tmp_photos/273_Photo2.jpg","Technicians from the government conducts regular testing and evaluation of vegetables being grown by farmers."
4804,2,"tmp_photos/273_Photo3.jpg","Technicians from the government conducts regular testing and evaluation of vegetables being grown by farmers."
4804,3,"tmp_photos/273_Photo4.jpg","Technicians from the government conducts regular testing and evaluation of vegetables being grown by farmers."
4804,4,"tmp_photos/273_Photo5.jpg","Technicians from the government conducts regular testing and evaluation of vegetables being grown by farmers."
4804,5,"tmp_photos/273_Photo6.jpg","Technicians from the government conducts regular testing and evaluation of vegetables being grown by farmers."
4804,6,"tmp_photos/273_Photo7.jpg","New farming techniques have helped Mr. Vo increase his income more than 25%."
4804,7,"tmp_photos/273_Photo8.jpg","Farmer Vo Van A, who manages 232 longan trees, is a cooperative group leader."
4804,8,"tmp_photos/273_Photo9.jpg","'His longan production has substantially increased. The meetings help you learn from others, and also about new techniques available,' says Mr. Vo."
4621,0,"tmp_photos/274_Photo1.jpg","Pump used to irrigate rice fields."
4621,1,"tmp_photos/274_Photo2.jpg","Technicians from the government conducts regular testing and evaluation of rice plants being grown by farmers."
4621,2,"tmp_photos/274_Photo3.jpg","Nguyen Thi Nong, 48, from Vinh Quang Village in the Gio Linh district, Quang Tri province, checked her 1.2 hectares rice fields."
4622,0,"tmp_photos/275_Photo1.jpg","Access improved to county centers, townships and villages, and isolated communities."
4623,0,"tmp_photos/276_Photo1.jpg","Dali-Lijiang railway line."
4623,1,"tmp_photos/276_Photo2.jpg","Reduced travel time and cost of travel."
4623,2,"tmp_photos/276_Photo3.jpg","Reduced travel time and cost of travel."
4623,3,"tmp_photos/276_Photo4.jpg","Per capita rural income increased and rural poverty incidence reduced in the project area."
4623,4,"tmp_photos/276_Photo5.jpg","Per capita rural income increased and rural poverty incidence reduced in the project area."
4624,0,"tmp_photos/277_Photo1.jpg","A reservoir of the Nam Theun 2 Dam."
4624,1,"tmp_photos/277_Photo2.jpg","Relocated villagers from the Nam Theun 2 Hydroelectric Project have had livelihood training. New jobs are bringing in greater profits."
4624,2,"tmp_photos/277_Photo3.jpg","Relocated villagers from the Nam Theun 2 Hydroelectric Project are now earning more from fishing and other alternative livelihoods."
4624,3,"tmp_photos/277_Photo4.jpg","Relocated villagers from the Nam Theun 2 Hydroelectric Project have had livelihood training. New jobs are bringing in greater profits."
4624,4,"tmp_photos/277_Photo5.jpg","Kam Kong, one of the relocated villagers from the Nam Theun 2 Hydroelectric Project."
4624,5,"tmp_photos/277_Photo6.jpg","One of the happy villagers that enjoying the benefits of the livelihood training."
4624,6,"tmp_photos/277_Photo7.jpg","Relocated villagers from the Nam Theun 2 Hydroelectric Project are now earning more from fishing and other alternative livelihoods."
4624,7,"tmp_photos/277_Photo8.jpg","Relocated villagers from the Nam Theun 2 Hydroelectric Project are now earning more from fishing and other alternative livelihoods."
4625,0,"tmp_photos/278_Photo2.jpg","HIV/AIDS peer education group."
4625,1,"tmp_photos/278_Photo3.jpg","Pharmacy at a health clinic."
4625,2,"tmp_photos/278_Photo4.jpg","HIV/AIDS peer education group."
4625,3,"tmp_photos/278_Photo5.jpg","Little Big Ally in the Fight against Dengue. Guppy fish in open-air water containers can help destroy the breeding grounds of mosquitoes and stop the spread of dengue fever."
4625,4,"tmp_photos/278_Photo6.jpg","Guppy fish in open-air water containers can help destroy the breeding grounds of mosquitoes and stop the spread of dengue fever. Prevention efforts usually focus on spraying for the mosquitoes that carry dengue and emptying sources of standing water that act as the mosquito's breeding ground."
4625,5,"tmp_photos/278_Photo7.jpg","Guppy fish in open-air water containers can help destroy the breeding grounds of mosquitoes and stop the spread of dengue fever. Prevention efforts usually focus on spraying for the mosquitoes that carry dengue and emptying sources of standing water that act as the mosquito's breeding ground."
4626,0,"tmp_photos/279_Photo1.jpg","Little Big Ally in the Fight against Dengue. Guppy fish in open-air water containers can help destroy the breeding grounds of mosquitoes and stop the spread of dengue fever."
4626,1,"tmp_photos/279_Photo2.jpg","Guppy fish in open-air water containers can help destroy the breeding grounds of mosquitoes and stop the spread of dengue fever. Prevention efforts usually focus on spraying for the mosquitoes that carry dengue and emptying sources of standing water that act as the mosquito's breeding ground."
4626,2,"tmp_photos/279_Photo3.jpg","Guppy fish in open-air water containers can help destroy the breeding grounds of mosquitoes and stop the spread of dengue fever. Prevention efforts usually focus on spraying for the mosquitoes that carry dengue and emptying sources of standing water that act as the mosquito's breeding ground."
4626,3,"tmp_photos/279_Photo4.jpg","Guppy fish in open-air water containers can help destroy the breeding grounds of mosquitoes and stop the spread of dengue fever. Prevention efforts usually focus on spraying for the mosquitoes that carry dengue and emptying sources of standing water that act as the mosquito's breeding ground."
4626,4,"tmp_photos/279_Photo5.jpg","National under-5 child mortality rate in Lao PDR reduced from 98/1,000 in 2004 to 61/1,000 in 2010 in support to the Millennium Development Goals (MDGs) of reducing the child mortality rate and containing HIV/AIDS and other infections."
4627,0,"tmp_photos/280_Photo1.jpg","Ward of Ngoc Hoi District Hospital in Kon Tum Province, Viet Nam."
4627,1,"tmp_photos/280_Photo2.jpg","A mother and child birth after cesarean birth at Ngoc Hoi Hospital in Kon Tum Province. A new born care ward was built at the hospital, with financial assistance from ADB."
4627,2,"tmp_photos/280_Photo3.jpg","Little Big Ally in the Fight against Dengue. Guppy fish in open-air water containers can help destroy the breeding grounds of mosquitoes and stop the spread of dengue fever."
4627,3,"tmp_photos/280_Photo4.jpg","Guppy fish in open-air water containers can help destroy the breeding grounds of mosquitoes and stop the spread of dengue fever. Prevention efforts usually focus on spraying for the mosquitoes that carry dengue and emptying sources of standing water that act as the mosquito's breeding ground."
4628,0,"tmp_photos/281_Photo1.jpg","Women from the Hamong tribe in Sapa, northern Viet Nam, have seen a boost in tourism since the completion of the Hanoi - Lao Cai Expressway."
4628,1,"tmp_photos/281_Photo2.jpg","Fruit sellers close to the new Hanoi - Lao Cai Expressway."
4628,2,"tmp_photos/281_Photo4.jpg","Women from the Hamong tribe in Sapa, northern Viet Nam, have seen a boost in tourism since the completion of the Hanoi - Lao Cai Expressway."
4628,3,"tmp_photos/281_Photo5.jpg","Bus companies in Lao Cai, Viet Nam, are expanding to take advantage of increased traffic between Hanoi and the Chinese border since the completion of the Hanoi - Lao Cai Expressway."
4628,4,"tmp_photos/281_Photo6.jpg","Cross border traffic at Lao Cai between Viet Nam and People's Republic of China has increased since the completion of the Hanoi - Lao Cai Expressway."
4628,5,"tmp_photos/281_Photo7.jpg","Cross border traffic at Lao Cai between Viet Nam and People's Republic of China has increased since the completion of the Hanoi - Lao Cai Expressway."
4629,0,"tmp_photos/282_Photo1.jpg","An improved power supply made it possible to develop a special economic zone in Cambodia's Kampot province, attracting 40 businesses that sustain 10,000 much-needed jobs for the local impoverished community. Photo: ADB/Pring Samrang."
4629,1,"tmp_photos/282_Photo2.jpg","The Greater Mekong Subregion Transmission Project supported the Electricity Authority of Cambodia in constructing a massive 109 kilometer transmission line carrying electricity from the Viet Nam border to major substations in Cambodia. A second transmission project expanded the national electricity grid to southern Cambodia. Photo: ADB/Pring Samrang."
4629,2,"tmp_photos/282_Photo3.jpg","The cross-border energy trade with Viet Nam has helped Cambodia's 4th largest city, Sihanoukville, offer affordable and reliable energy supply. The city used to have among the most expensive electricity rates in the world. Photo: ADB/Pring Samrang."
4630,0,"tmp_photos/283_Photo1.jpg","Cambodia has revived an old rail network to spur the country's economic development and bring the region a step closer to having a pan-Asian railway."
4630,1,"tmp_photos/283_Photo2.jpg","People living very close to the railway need to relocate as they are in constant danger from passing trains."
4630,2,"tmp_photos/283_Photo3.jpg","Many of informal settlers at risk live within 3.5 meters of the tracks. Furthermore, they've been living in areas without legal access to electricity and potable water."
4630,3,"tmp_photos/283_Photo4.jpg","Former informal settlers now live in a house, larger than the shacks they left behind, and have electricity and a toilet. They also have opportunity to receive land ownership titles for their homes."
4630,4,"tmp_photos/283_Photo5.jpg","Former informal settlers now live in a house, larger than the shacks they left behind, and have electricity and a toilet. They also have opportunity to receive land ownership titles for their homes."
4630,5,"tmp_photos/283_Photo6.jpg","I left school at seven and started working in the rice fields. I've never had much money. I never thought I would ever own land. - Hong Chan, project beneficiary, says about the project that will allow her family opportunity to receive a land title."
4630,6,"tmp_photos/283_Photo8.jpg","I feel like a thorn has been drawn from our chest. - Mom Cheang, who with his wife Chean Mom borrowed from the microfund to establish a small mushroom growing business. The couple says they've paid the loan back - and their business is thriving."
4630,7,"tmp_photos/283_Photo9.jpg","At the Sihanoukville relocation site, residents are allowed to use vacant land at the rear of the site to farm pigs and chickens to augment the family income."
4630,8,"tmp_photos/283_Photo11.jpg","She says she hopes to become a doctor someday."
4631,0,"tmp_photos/284_Photo1.jpg","Cambodia has revived an old rail network to spur the country's economic development and bring the region a step closer to having a pan-Asian railway."
4631,1,"tmp_photos/284_Photo2.jpg","People living very close to the railway need to relocate as they are in constant danger from passing trains."
4631,2,"tmp_photos/284_Photo3.jpg","Many of informal settlers at risk live within 3.5 meters of the tracks. Furthermore, they've been living in areas without legal access to electricity and potable water."
4631,3,"tmp_photos/284_Photo4.jpg","Former informal settlers now live in a house, larger than the shacks they left behind, and have electricity and a toilet. They also have opportunity to receive land ownership titles for their homes."
4631,4,"tmp_photos/284_Photo5.jpg","Former informal settlers now live in a house, larger than the shacks they left behind, and have electricity and a toilet. They also have opportunity to receive land ownership titles for their homes."
4631,5,"tmp_photos/284_Photo6.jpg","I left school at seven and started working in the rice fields. I've never had much money. I never thought I would ever own land. - Hong Chan, project beneficiary, says about the project that will allow her family opportunity to receive a land title."
4631,6,"tmp_photos/284_Photo8.jpg","I feel like a thorn has been drawn from our chest. - Mom Cheang, who with his wife Chean Mom borrowed from the microfund to establish a small mushroom growing business. The couple says they've paid the loan back - and their business is thriving."
4631,7,"tmp_photos/284_Photo9.jpg","At the Sihanoukville relocation site, residents are allowed to use vacant land at the rear of the site to farm pigs and chickens to augment the family income."
4631,8,"tmp_photos/284_Photo11.jpg","She says she hopes to become a doctor someday."
4634,0,"tmp_photos/287_Photo1.jpg","Local road infrastructure and associated facilities improved in the project area."
4635,0,"tmp_photos/288_Photo1.jpg","Border check point on the Lao PDR side."
4635,1,"tmp_photos/288_Photo2.jpg","Border check point on the Lao PDR side."
4635,2,"tmp_photos/288_Photo3.jpg","Physical completion of the highway to the all-weather status."
4635,3,"tmp_photos/288_Photo4.jpg","Physical completion of the highway to the all-weather status."
4635,4,"tmp_photos/288_Photo5.jpg","Physical completion of the highway to the all-weather status."
4635,5,"tmp_photos/288_Photo6.jpg","Happily playing children of the once isolated village."
4635,6,"tmp_photos/288_Photo7.jpg","Yui, a tourist from the Republic of Korea, while she looks at bags and blouses at a local handicraft. One of the extraordinary benefits of all-weather road, tourists who visit this region of the Lao PDR is happy to contribute in some small way to these communities' growing prosperity."
4635,7,"tmp_photos/288_Photo8.jpg","Yui, a tourist from the Republic of Korea, while she looks at bags and blouses at a local handicraft. One of the extraordinary benefits of all-weather road, tourists who visit this region of the Lao PDR is happy to contribute in some small way to these communities' growing prosperity."
4635,8,"tmp_photos/288_Photo9.jpg","Yui, a tourist from the Republic of Korea, while she looks at bags and blouses at a local handicraft. One of the extraordinary benefits of all-weather road, tourists who visit this region of the Lao PDR is happy to contribute in some small way to these communities' growing prosperity."
4636,0,"tmp_photos/289_Photo1.jpg","Border check point on the Lao PDR side."
4636,1,"tmp_photos/289_Photo2.jpg","Border check point on the Lao PDR side."
4636,2,"tmp_photos/289_Photo3.jpg","Physical completion of the highway to the all-weather status."
4636,3,"tmp_photos/289_Photo4.jpg","Physical completion of the highway to the all-weather status."
4636,4,"tmp_photos/289_Photo5.jpg","Physical completion of the highway to the all-weather status."
4636,5,"tmp_photos/289_Photo6.jpg","Happily playing children of the once isolated village."
4636,6,"tmp_photos/289_Photo7.jpg","Yui, a tourist from the Republic of Korea, while she looks at bags and blouses at a local handicraft. One of the extraordinary benefits of all-weather road, tourists who visit this region of the Lao PDR is happy to contribute in some small way to these communities' growing prosperity."
4636,7,"tmp_photos/289_Photo8.jpg","Yui, a tourist from the Republic of Korea, while she looks at bags and blouses at a local handicraft. One of the extraordinary benefits of all-weather road, tourists who visit this region of the Lao PDR is happy to contribute in some small way to these communities' growing prosperity."
4636,8,"tmp_photos/289_Photo9.jpg","Yui, a tourist from the Republic of Korea, while she looks at bags and blouses at a local handicraft. One of the extraordinary benefits of all-weather road, tourists who visit this region of the Lao PDR is happy to contribute in some small way to these communities' growing prosperity."
4637,0,"tmp_photos/290_Photo1.jpg","Strengthened connectivity amongst countries along the Greater Mekong Subregion southern coastal corridor will help reduce HIV risks and provide new opportunities for growth and employment."
4638,0,"tmp_photos/291_Photo1.jpg","Heng Pich Chhay used to deliver fertilizer along a bumpy, muddy road in Kampot province to rice farms in his area. Today, he can reach every corner of Cambodia on the much-improved national road network. And his company has become one of the country's biggest fertilizer distributors. Photo: ADB/Pring Samrang."
4638,1,"tmp_photos/291_Photo2.jpg","An improved national road in Southern Cambodia."
4638,2,"tmp_photos/291_Photo3.jpg","During the civil works of Southern Coastal Corridor in Cambodia."
4638,3,"tmp_photos/291_Photo4.jpg","During the civil works of Southern Coastal Corridor in Cambodia."
4638,4,"tmp_photos/291_Photo5.jpg","Good roads along the Southern Coastal Corridor are helping increase the flow of goods into and out of the Sihanoukville Autonomous Port, with total cargo throughput more than doubling since 2007. Photo: ADB/Pring Samrang."
4639,0,"tmp_photos/292_Photo1.jpg","Strengthened connectivity amongst countries along the Greater Mekong Subregion southern coastal corridor will help reduce HIV risks and provide new opportunities for growth and employment."
4640,0,"tmp_photos/293_Photo1.jpg","Heng Pich Chhay used to deliver fertilizer along a bumpy, muddy road in Kampot province to rice farms in his area. Today, he can reach every corner of Cambodia on the much-improved national road network. And his company has become one of the country's biggest fertilizer distributors. Photo: ADB/Pring Samrang."
4640,1,"tmp_photos/293_Photo2.jpg","An improved national road in Southern Cambodia."
4640,2,"tmp_photos/293_Photo3.jpg","During the civil works of Southern Coastal Corridor in Cambodia."
4640,3,"tmp_photos/293_Photo4.jpg","During the civil works of Southern Coastal Corridor in Cambodia."
4640,4,"tmp_photos/293_Photo5.jpg","Gppd roads along the Southern Coastal Corridor are helping increase the flow of goods into and out of the Sihanoukville Autonomous Port, with total cargo throughput more than doubling since 2007. Photo: ADB/Pring Samrang."
4641,0,"tmp_photos/294_Photo1.jpg","Women from the Hamong tribe in Sapa, northern Viet Nam, have seen a boost in tourism since the completion of the Hanoi - Lao Cai Expressway."
4641,1,"tmp_photos/294_Photo2.jpg","Fruit sellers close to the new Hanoi - Lao Cai Expressway."
4641,2,"tmp_photos/294_Photo4.jpg","Women from the Hamong tribe in Sapa, northern Viet Nam, have seen a boost in tourism since the completion of the Hanoi - Lao Cai Expressway."
4641,3,"tmp_photos/294_Photo5.jpg","Bus companies in Lao Cai, Viet Nam, are expanding to take advantage of increased traffic between Hanoi and the Chinese border since the completion of the Hanoi - Lao Cai Expressway."
4641,4,"tmp_photos/294_Photo6.jpg","Cross border traffic at Lao Cai between Viet Nam and People's Republic of China has increased since the completion of the Hanoi - Lao Cai Expressway."
4641,5,"tmp_photos/294_Photo7.jpg","Cross border traffic at Lao Cai between Viet Nam and People's Republic of China has increased since the completion of the Hanoi - Lao Cai Expressway."
4642,0,"tmp_photos/295_Photo1.jpg","Women from the Hamong tribe in Sapa, northern Viet Nam, have seen a boost in tourism since the completion of the Hanoi - Lao Cai Expressway."
4642,1,"tmp_photos/295_Photo2.jpg","Fruit sellers close to the new Hanoi - Lao Cai Expressway."
4642,2,"tmp_photos/295_Photo4.jpg","Women from the Hamong tribe in Sapa, northern Viet Nam, have seen a boost in tourism since the completion of the Hanoi - Lao Cai Expressway."
4642,3,"tmp_photos/295_Photo5.jpg","Bus companies in Lao Cai, Viet Nam, are expanding to take advantage of increased traffic between Hanoi and the Chinese border since the completion of the Hanoi - Lao Cai Expressway."
4642,4,"tmp_photos/295_Photo6.jpg","Cross border traffic at Lao Cai between Viet Nam and People's Republic of China has increased since the completion of the Hanoi - Lao Cai Expressway."
